,id,name,genre_google,artist,genre_wiki,genre_merge
5122,9340,Lynch Mob,"['rock', 'dance/electronic']",lynch mob,,"['rock', 'dance/electronic']"
5123,9341,Marconi Union,,marconi union,['ambient music'],['ambient music']
5124,9342,The Evpatoria Report,,the evpatoria report,['post-rock'],['post-rock']
5125,9344,Screaming Trees,"['rock', 'dance/electronic']",screaming trees,"['alternative rock', 'grunge', 'neo-psychedelia']","['rock', 'dance/electronic', 'alternative rock', 'grunge', 'neo-psychedelia']"
5126,9345,Babylon A.D.,"['action', 'adventure', 'science fiction', 'thriller']",babylon a.d.,,"['action', 'adventure', 'science fiction', 'thriller']"
5127,9346,Temple of the Dog,,temple of the dog,"['grunge', 'alternative rock']","['grunge', 'alternative rock']"
5128,9347,Bad Company,,bad company,"['hard rock', 'blues rock']","['hard rock', 'blues rock']"
5129,9348,Stevie Nicks,"['country music', 'rock']",stevie nicks,,"['country music', 'rock']"
5130,9349,Paul Rodgers,,paul rodgers,"['blues rock', 'hard rock', 'blues', 'soul blues', 'rock music']","['blues rock', 'hard rock', 'blues', 'soul blues', 'rock music']"
5131,9350,The Firm,"['documentary', 'drama', 'trial drama', 'mystery', 'suspense', 'thriller', 'adaptation', 'crime thriller']",the firm,,"['documentary', 'drama', 'trial drama', 'mystery', 'suspense', 'thriller', 'adaptation', 'crime thriller']"
5132,9356,Ishq,"['romance', 'drama', 'thriller']",ishq,,"['romance', 'drama', 'thriller']"
5133,9362,dZihan & Kamien,"['dance/electronic', 'pop']",dzihan & kamien,,"['dance/electronic', 'pop']"
5134,9366,Kenny G,,kenny g,"['easy listening', 'smooth jazz', 'adult contemporary music']","['easy listening', 'smooth jazz', 'adult contemporary music']"
5135,9369,Charlie Clouser,"['electronic dance music', 'dance/electronic']",charlie clouser,,"['electronic dance music', 'dance/electronic']"
5136,9370,Clay Aiken,,clay aiken,"['contemporary r&b', 'pop music', 'acoustic rock', 'soft rock']","['contemporary r&b', 'pop music', 'acoustic rock', 'soft rock']"
5137,9371,Fugative,"['action', 'thriller', 'mystery', 'drama', 'adventure', 'crime film']",fugative,,"['action', 'thriller', 'mystery', 'drama', 'adventure', 'crime film']"
5138,9372,Kesha ft. 30H!3,"['electronic dance music', 'dance/electronic', 'alternative/indie']",kesha ft. 30h!3,,"['electronic dance music', 'dance/electronic', 'alternative/indie']"
5139,9376,Timbiriche,,timbiriche,"['teen pop', 'dance-pop', 'pop music']","['teen pop', 'dance-pop', 'pop music']"
5140,9382,Yelawolf,,yelawolf,"['hip hop music', 'rap rock']","['hip hop music', 'rap rock']"
5141,9383,Native Deen,,native deen,"['contemporary r&b', 'nasheed', 'islamic music', 'hip hop music']","['contemporary r&b', 'nasheed', 'islamic music', 'hip hop music']"
5142,9390,Tamer Hosny,,tamer hosny,"['egyptian music', 'arabic pop music']","['egyptian music', 'arabic pop music']"
5143,9391,Juelz Santana,,juelz santana,['hip hop music'],['hip hop music']
5144,9392,Dam,"['hip-hop/rap', 'metal']",dam,,"['hip-hop/rap', 'metal']"
5145,9393,Donnis,,donnis,['hip hop music'],['hip hop music']
5146,9394,Paul Wall,,paul wall,['hip hop music'],['hip hop music']
5147,9398,Carole Samaha,,carole samaha,['arabic pop music'],['arabic pop music']
5148,9399,David Arkenstone,,david arkenstone,"['electronic music', 'ambient music', 'celtic music', 'new-age music', 'game music']","['electronic music', 'ambient music', 'celtic music', 'new-age music', 'game music']"
5149,9400,tobyMac,,tobymac,"['christian rock', 'christian hip hop']","['christian rock', 'christian hip hop']"
5150,9401,Boomkat,"['electronic dance music', 'dance/electronic', 'pop']",boomkat,"['dance-pop', 'electropop', 'contemporary r&b', 'pop music', 'pop rock', 'hip hop music']","['electronic dance music', 'dance/electronic', 'pop', 'dance-pop', 'electropop', 'contemporary r&b', 'pop music', 'pop rock', 'hip hop music']"
5151,9402,Alan Menken,"['pop music', 'musical theatre', 'film score']",alan menken,"['pop music', 'film score', 'musical theatre']","['pop music', 'musical theatre', 'film score', 'pop music', 'film score', 'musical theatre']"
5152,9403,Karmina,,karmina,['indie pop'],['indie pop']
5153,9407,Burning Brides,,burning brides,"['hard rock', 'stoner rock', 'heavy metal music']","['hard rock', 'stoner rock', 'heavy metal music']"
5154,9412,Daath,"['death metal', 'progressive metal', 'groove metal', 'metal']",daath,,"['death metal', 'progressive metal', 'groove metal', 'metal']"
5155,9414,April March,,april march,['indie pop'],['indie pop']
5156,9416,Urge Overkill,,urge overkill,"['alternative rock', 'hard rock']","['alternative rock', 'hard rock']"
5157,9417,Don Henley,"['country music', 'rock']",don henley,,"['country music', 'rock']"
5158,9418,Three Dog Night,,three dog night,"['boogie rock', 'pop rock', 'soft rock', 'blue-eyed soul', 'hard rock']","['boogie rock', 'pop rock', 'soft rock', 'blue-eyed soul', 'hard rock']"
5159,9420,The Mavericks,"['country music', 'country']",the mavericks,"['country rock', 'americana (music)', 'neotraditional country']","['country music', 'country', 'country rock', 'americana (music)', 'neotraditional country']"
5160,9422,Órla Fallon,,órla fallon,"['celtic music', 'new-age music']","['celtic music', 'new-age music']"
5161,9423,Steve Miller Band,,steve miller band,"['southern rock', 'rock and roll', 'blues rock', 'psychedelic rock', 'rock music']","['southern rock', 'rock and roll', 'blues rock', 'psychedelic rock', 'rock music']"
5162,9425,Carlene Carter,"['country music', 'country']",carlene carter,"['country music', 'americana (music)']","['country music', 'country', 'country music', 'americana (music)']"
5163,9426,Joe Walsh,,joe walsh,"['blues rock', 'hard rock', 'country rock', 'pop rock']","['blues rock', 'hard rock', 'country rock', 'pop rock']"
5164,9427,The Lovin' Spoonful,,the lovin' spoonful,"['pop music', 'folk rock', 'rock music']","['pop music', 'folk rock', 'rock music']"
5165,9428,Dan Fogelberg,,dan fogelberg,"['folk rock', 'country rock', 'soft rock', 'rock music']","['folk rock', 'country rock', 'soft rock', 'rock music']"
5166,9429,Little River Band,,little river band,"['rock music', 'soft rock', 'pop rock', 'arena rock']","['rock music', 'soft rock', 'pop rock', 'arena rock']"
5167,9430,Pure Prairie League,"['country music', 'rock']",pure prairie league,"['soft rock', 'country rock']","['country music', 'rock', 'soft rock', 'country rock']"
5168,9431,Elvin Bishop,,elvin bishop,"['country rock', 'blues rock', 'blues', 'blue-eyed soul', 'tulsa sound']","['country rock', 'blues rock', 'blues', 'blue-eyed soul', 'tulsa sound']"
5169,9433,James Taylor,"['country music', 'pop']",james taylor,,"['country music', 'pop']"
5170,9434,Nicholas Gunn,"['electronic dance music', 'dance/electronic']",nicholas gunn,"['electronic dance music', 'trance music', 'world music']","['electronic dance music', 'dance/electronic', 'electronic dance music', 'trance music', 'world music']"
5171,9435,The Marshall Tucker Band,"['country music', 'rock']",the marshall tucker band,"['jazz-rock', 'country rock', 'blues rock', 'progressive country', 'southern rock']","['country music', 'rock', 'jazz-rock', 'country rock', 'blues rock', 'progressive country', 'southern rock']"
5172,9436,Lisa Kelly,,lisa kelly,"['celtic music', 'classical music']","['celtic music', 'classical music']"
5173,9437,Jackson Browne,"['country music', 'rock']",jackson browne,"['rock music', 'soft rock', 'folk rock', 'country rock']","['country music', 'rock', 'rock music', 'soft rock', 'folk rock', 'country rock']"
5174,9439,Wolf Eyes,,wolf eyes,"['free improvisation', 'noise music']","['free improvisation', 'noise music']"
5175,9440,High on Fire,,high on fire,"['doom metal', 'stoner rock', 'sludge metal']","['doom metal', 'stoner rock', 'sludge metal']"
5176,9442,Goatsnake,,goatsnake,['doom metal'],['doom metal']
5177,9443,Big Business,"['rock', 'hip-hop/rap']",big business,,"['rock', 'hip-hop/rap']"
5178,9446,Black Dice,"['electronic dance music', 'dance/electronic']",black dice,"['noise rock', 'experimental rock', 'electronic music', 'ambient music']","['electronic dance music', 'dance/electronic', 'noise rock', 'experimental rock', 'electronic music', 'ambient music']"
5179,9447,Thrones,"['serial', 'action', 'drama', 'thriller', 'epic', 'fantasy television', 'suspense', 'adventure', 'tragedy', 'action fiction', 'medieval fantasy', 'special interest']",thrones,,"['serial', 'action', 'drama', 'thriller', 'epic', 'fantasy television', 'suspense', 'adventure', 'tragedy', 'action fiction', 'medieval fantasy', 'special interest']"
5180,9451,Shora,"['rock', 'christian']",shora,,"['rock', 'christian']"
5181,9452,The Locust,,the locust,"['powerviolence', 'grindcore', 'hardcore punk', 'noise rock']","['powerviolence', 'grindcore', 'hardcore punk', 'noise rock']"
5182,9453,Behold... the Arctopus,"['progressive metal', 'metal']",behold... the arctopus,,"['progressive metal', 'metal']"
5183,9455,Sun Ra,,sun ra,"['space music', 'jazz fusion', 'experimental music', 'free jazz', 'avant-garde jazz', 'bebop']","['space music', 'jazz fusion', 'experimental music', 'free jazz', 'avant-garde jazz', 'bebop']"
5184,9456,Masada,"['hip-hop/rap', 'metal']",masada,,"['hip-hop/rap', 'metal']"
5185,9458,Hella,"['rock', 'hip-hop/rap']",hella,,"['rock', 'hip-hop/rap']"
5186,9459,The Quireboys,,the quireboys,"['rock music', 'blues rock', 'hard rock']","['rock music', 'blues rock', 'hard rock']"
5187,9460,Vince Neil,,vince neil,"['hard rock', 'glam metal', 'heavy metal music']","['hard rock', 'glam metal', 'heavy metal music']"
5188,9461,Lee Aaron,,lee aaron,"['hard rock', 'pop music', 'heavy metal music', 'jazz']","['hard rock', 'pop music', 'heavy metal music', 'jazz']"
5189,9462,Steel Panther,,steel panther,"['heavy metal music', 'comedy rock', 'glam metal', 'hard rock']","['heavy metal music', 'comedy rock', 'glam metal', 'hard rock']"
5190,9464,AB/CD,"['rock', 'pop']",ab/cd,,"['rock', 'pop']"
5191,9465,Michael Angelo Batio,"['progressive metal', 'rock']",michael angelo batio,"['speed metal', 'progressive metal', 'glam metal', 'heavy metal music', 'neoclassical metal', 'instrumental rock']","['progressive metal', 'rock', 'speed metal', 'progressive metal', 'glam metal', 'heavy metal music', 'neoclassical metal', 'instrumental rock']"
5192,9467,Veruca Salt,,veruca salt,"['grunge', 'alternative rock']","['grunge', 'alternative rock']"
5193,9469,X-Ray Spex,,x-ray spex,"['new wave music', 'punk rock']","['new wave music', 'punk rock']"
5194,9475,Phemon,"[""children's film"", 'drama', 'sports']",phemon,,"['""childrens film""', 'drama', 'sports']"
5195,9478,Chad & Jeremy,,chad & jeremy,"['folk music', 'soft rock']","['folk music', 'soft rock']"
5196,9479,Collin Raye,"['country music', 'country']",collin raye,['country music'],"['country music', 'country', 'country music']"
5197,9480,Portastatic,,portastatic,"['music of brazil', 'film score', 'indie rock', 'rock and roll']","['music of brazil', 'film score', 'indie rock', 'rock and roll']"
5198,9481,Cass McCombs,,cass mccombs,"['folk music', 'rock music', 'psychedelic music', 'punk rock', 'alt country']","['folk music', 'rock music', 'psychedelic music', 'punk rock', 'alt country']"
5199,9483,Funky 4 + 1,,funky 4 + 1,['hip hop music'],['hip hop music']
5200,9484,The Duke Spirit,,the duke spirit,"['alternative rock', 'indie rock', 'garage rock']","['alternative rock', 'indie rock', 'garage rock']"
5201,9485,Voxtrot,,voxtrot,"['indie pop', 'indie rock']","['indie pop', 'indie rock']"
5202,9488,Oppenheimer,"['alternative/indie', 'dance/electronic']",oppenheimer,,"['alternative/indie', 'dance/electronic']"
5203,9492,Tartar Lamb,"['alternative/indie', 'new age']",tartar lamb,"['avant-garde music', 'contemporary classical music', 'experimental rock', 'chamber music']","['alternative/indie', 'new age', 'avant-garde music', 'contemporary classical music', 'experimental rock', 'chamber music']"
5204,9494,Donnie Klang,,donnie klang,"['pop music', 'r&b']","['pop music', 'r&b']"
5205,9497,12 Rounds,"['action', 'thriller', 'crime film']",12 rounds,,"['action', 'thriller', 'crime film']"
5206,9499,Anders Manga,,anders manga,"['darkwave', 'electropop', 'psychedelic rock']","['darkwave', 'electropop', 'psychedelic rock']"
5207,9503,Neon,"['dance/electronic', 'electronic dance music', 'pop']",neon,,"['dance/electronic', 'electronic dance music', 'pop']"
5208,9505,The Neon Judgement,,the neon judgement,"['electronic body music', 'synthpop', 'new wave music', 'industrial music']","['electronic body music', 'synthpop', 'new wave music', 'industrial music']"
5209,9506,Ceramic Hello,,ceramic hello,"['minimal wave', 'post-punk']","['minimal wave', 'post-punk']"
5210,9508,IGO,"['alternative/indie', 'pop']",igo,,"['alternative/indie', 'pop']"
5211,9509,CETI,"['metal', 'hip-hop/rap']",ceti,,"['metal', 'hip-hop/rap']"
5212,9511,Monstrum,"['survival horror', 'indie game', 'adventure game', 'roguelike']",monstrum,,"['survival horror', 'indie game', 'adventure game', 'roguelike']"
5213,9512,Tokyo Blade,"['metal', 'rock']",tokyo blade,"['heavy metal music', 'glam metal', 'nwobhm']","['metal', 'rock', 'heavy metal music', 'glam metal', 'nwobhm']"
5214,9513,Budka Suflera,,budka suflera,"['rock music', 'progressive rock']","['rock music', 'progressive rock']"
5215,9514,Richard Clayderman,,richard clayderman,"['new age music', 'easy listening']","['new age music', 'easy listening']"
5216,9515,Lower Definition,,lower definition,"['experimental rock', 'post-hardcore']","['experimental rock', 'post-hardcore']"
5217,9516,Of Machines,,of machines,['post-hardcore'],['post-hardcore']
5218,9521,Blues Traveler,,blues traveler,"['soul music', 'rock music', 'blues rock', 'folk rock', 'jam band', 'psychedelic rock']","['soul music', 'rock music', 'blues rock', 'folk rock', 'jam band', 'psychedelic rock']"
5219,9522,John Popper,,john popper,"['alternative rock', 'jam band', 'blues rock']","['alternative rock', 'jam band', 'blues rock']"
5220,9523,Cacophony,"['progressive metal', 'metal']",cacophony,,"['progressive metal', 'metal']"
5221,9526,The Blues Brothers 2000,"['action', 'comedy', 'musical', 'road', 'buddy', 'comedy music', 'action/adventure']",the blues brothers 2000,,"['action', 'comedy', 'musical', 'road', 'buddy', 'comedy music', 'action/adventure']"
5222,9528,Sonny & Cher,,sonny & cher,"['rock music', 'pop rock', 'folk music', 'pop music']","['rock music', 'pop rock', 'folk music', 'pop music']"
5223,9529,Elf,"[""children's film"", 'comedy', 'romance', 'fantasy']",elf,,"['""childrens film""', 'comedy', 'romance', 'fantasy']"
5224,9530,Saturnus,"['death metal', 'metal']",saturnus,,"['death metal', 'metal']"
5225,9531,Luna Amara,"['progressive metal', 'alternative/indie']",luna amara,,"['progressive metal', 'alternative/indie']"
5226,9535,The Felice Brothers,,the felice brothers,"['roots rock', 'country rock', 'americana (music)', 'folk rock', 'rock music']","['roots rock', 'country rock', 'americana (music)', 'folk rock', 'rock music']"
5227,9536,Dan Bern,,dan bern,"['rock music', 'pop music', 'folk music']","['rock music', 'pop music', 'folk music']"
5228,9537,John Prine,"['country music', 'country']",john prine,"['bluegrass music', 'country folk', 'americana (music)']","['country music', 'country', 'bluegrass music', 'country folk', 'americana (music)']"
5229,9539,Indigo Girls,,indigo girls,"['folk music', 'folk rock']","['folk music', 'folk rock']"
5230,9540,Nox Arcana,,nox arcana,"['ethereal wave', 'dark ambient', 'neoclassical dark wave', 'dungeon synth']","['ethereal wave', 'dark ambient', 'neoclassical dark wave', 'dungeon synth']"
5231,9541,Monsters of Folk,,monsters of folk,"['folk rock', 'indie folk', 'folk music']","['folk rock', 'indie folk', 'folk music']"
5232,9543,Neil Young & Crazy Horse,"['rock', 'pop']",neil young & crazy horse,,"['rock', 'pop']"
5233,9544,Conor Oberst and the Mystic Valley Band,,conor oberst and the mystic valley band,"['alternative country', 'americana (music)']","['alternative country', 'americana (music)']"
5234,9547,Mariza,,mariza,"['fado', 'world music']","['fado', 'world music']"
5235,9550,Ahmed Bukhatir,,ahmed bukhatir,['nasheed'],['nasheed']
5236,9553,Sheila Chandra,"['pop music', 'world music', 'worldbeat', 'house music']",sheila chandra,"['pop music', 'world fusion music', 'worldbeat', 'house music']","['pop music', 'world music', 'worldbeat', 'house music', 'pop music', 'world fusion music', 'worldbeat', 'house music']"
5237,9554,Jai Uttal,,jai uttal,"['kirtan', 'world music']","['kirtan', 'world music']"
5238,9558,Auktyon,,auktyon,"['post-punk', 'alternative rock', 'experimental rock', 'freak folk', 'new wave music', 'jazz rock', 'punk jazz', 'art rock']","['post-punk', 'alternative rock', 'experimental rock', 'freak folk', 'new wave music', 'jazz rock', 'punk jazz', 'art rock']"
