Column1,Column2
andrew_w.k.,"['Alternative_rock', 'Hard_rock', 'Heavy_metal_music', 'Alternative_metal']"
before_the_dawn,
wolfchant,"['Viking_metal', 'Black_metal', 'Folk_metal']"
helltrain,"[""Death_'n'_roll""]"
missing_hours,
jam_&_spoon,"['House_music', 'Trip_hop', 'Hardcore_techno', 'Eurodance', 'Trance_music']"
embrace,
7_days_away,
ultraviolet_sound,
t._mills,
rusko_star,
histeria,
chris_crocker,
rino_gaetano,"['Rock_music', 'Reggae', 'Pop_music']"
françoise_hardy,
fairport_convention,"['Folk_rock', 'Traditional_music', 'British_folk_rock', 'Celtic_fusion']"
keith_moon,
the_mooney_suzuki,"['Garage_rock_revival', 'Indie_rock', 'Garage_rock']"
draconian,
beati_mortui,
leandra,
the_lovecrave,"['Gothic_metal', 'Alternative_rock', 'Alternative_metal']"
my_ruin,"['Alternative_metal', 'Nu_metal']"
dark_princess,
mandragora_scream,"['Gothic_metal', 'Doom_metal', 'Gothic_rock']"
trail_of_tears,
betty_x,
lullacry,['Gothic_metal']
brendon_urie,
black_gold,
brendon_urie_and_dresden_dolls,
pani?_at_the_disco,
brodka,
kayah,
fantasia,
vanessa_amorosi,
ramona_rey,
swedish_house_mafia,"['Progressive_house', 'House_music', 'Electro_house']"
rosa_tattooada,
garotos_da_rua,
camisa_de_vênus,"['Punk_rock', 'Rockabilly', 'New_wave_music']"
uns_e_outros,
anthony_hamilton,
x-rx,
hopesfall,
neil_perry,
fim_do_silêncio,
bezerra_da_silva,
and_none_of_them_knew_they_were_robots,"['Indie_rock', 'Emo', 'Hardcore_punk', 'Post-hardcore']"
an_albatross,"['Grindcore', 'Nintendocore', 'Psychedelic_music', 'Noise_rock']"
danse_macabre,
belle_epoque,
spring_awakening_original_broadway_cast,
legally_blonde,
wicked_(2003_original_broadway_cast),
high_school_musical_cast,
felipe_dylon,
sandy_&_júnior,
eduardo_carnevale,
2009_broadway_revival_cast,
nxzero,
wicked_original_broadway_cast,
miss_saigon,
trustcompany,
brokenkites,
buddha_bar,
augie_march,"['Pop_rock', 'Indie_rock']"
xavier_rudd,"['Folk_rock', 'Blues_music', 'Indie_folk', 'Reggae', 'Folk_music']"
brian_mcfadden,
†‡†,
tying_tiffany,"['Alternative_rock', 'Electronic_music', 'Electropunk', 'Gothic_rock', 'Electroclash']"
the_human_abstract,
cookie_monsta,
the_bronx,
tower_of_rome,
the_fartz,['Hardcore_punk']
big_h,"['Grime_(music)', 'UK_garage']"
skepta,"['British_hip_hop', 'Grime_(music_genre)']"
flipper,
durrty_goodz,"['Hip_hop_music', 'British_hip_hop', 'Grime_(music)']"
xbxrx,"['New_wave_music', 'Hardcore_punk', 'Noise_rock', 'Free_improvisation', 'Electronic_music']"
circle_jerks,['Hardcore_punk']
hell_razah,['Underground_hip_hop']
jme,
masta_killa,['Hip_hop_music']
youth_brigade,
jammer,
chillsongs,
saybia,['Rock_music']
hannah_fury,['Dark_cabaret']
ive_mendes,
the_daysleepers,
under_byen,
the_matches,"['Pop_punk', 'Alternative_rock']"
the_graduate,
sherwood,
joe,
jagged_edge,
donell_jones,"['Soul_music', 'Contemporary_R&B']"
112,
jodeci,
tyrese,
keith_sweat,"['Soul_music', 'Hip_hop_music', 'Urban_contemporary', 'Contemporary_R&B', 'New_jack_swing']"
marques_houston,
brian_mcknight,
mint_condition,
case,
silk,
morgan_heritage,['Reggae']
lyfe_jennings,"['Contemporary_R&B', 'Soul_music']"
jaheim,"['Contemporary_R&B', 'Hip_hop_music']"
carl_thomas,
swv,"['Hip_hop_music', 'Soul_music', 'Hip_hop_soul', 'New_jack_swing', 'Contemporary_R&B']"
jon_b.,"['Soul_music', 'Contemporary_R&B']"
jamie_foxx,
babyface,
vivian_green,"['Contemporary_R&B', 'Soul_music', 'Neo_soul']"
rahsaan_patterson,
moenia,
marc_anthony,
5f-x,
hanzel_und_gretyl,"['Neue_Deutsche_Härte', 'Industrial_metal']"
monolith,
100blumen,
ah_cama-sotz,
empusae,
converter,
32crash,
this_morn'_omina,
synapscape,
tzolk'in,
iszoloscope,
rapoon,"['Experimental_music', 'Ambient_music', 'Electronic_music']"
lull,
manufactura,
add_n_to_(x),"['Electroclash', 'Experimental_music', 'Electronic_music']"
herbst9,
proyecto_mirage,
kiew,
phelios,
punch_inc.,
klinik,"['Industrial_music', 'Electro-industrial', 'Electronic_body_music']"
p.a.l.,
mathias_grassow,"['Dark_ambient', 'Ambient_music', 'Drone_music']"
vromb,"['Dark_ambient', 'Minimal_techno']"
ad·ver·sary,['Industrial_music']
sam,
tribes_of_neurot,"['Dark_ambient', 'Experimental_music']"
orphx,"['Minimal_Techno', 'Industrial_Techno', 'Dub_Techno', 'Rhythmic_Noise']"
geomatic,
totakeke,
imminent_starvation,
air_liquide,
endless_hallway,
a_life_once_lost,"['Groove_metal', 'Metalcore']"
children_collide,['Indie_rock']
strata,
acousmatik,
j.j._cale,
sinclair,
richard_devine,"['Glitch_music', 'Experimental_music', 'Intelligent_dance_music']"
xxx_xxx,
monolake,"['Ambient_music', 'Minimal_techno', 'Dub_techno']"
boom_bip,"['Hip_hop_music', 'Electronic_music']"
datach'i,
jega,
gnawa_diffusion,
renan_luce,['Chanson']
mugar,
kora_jazz_trio,"['Jazz', 'Mandinka_people']"
khaled,
dj_nassim,
ghouti,
bob_sinclar,"['Hip_house', 'Ragga', 'Electro_house', 'House_music', 'Reggae_fusion', 'French_house']"
baaziz,
cheb_khaled_feat._cheba_zahouania,
john_o'callaghan_feat._audrey_gallagher,
antony_raijekov,
"thierry_""titi""_robin",
get_far,
john_powell,
????_????????,
jody_wisternoff,['Electronica']
tom_snare,"['Trance_music', 'Eurodance', 'House_music', 'Dance_music', 'Electronic_music', 'French_house']"
julien_doré,['Folk_music']
john_modena,
"armin_van_buuren,_dj_shah_feat._sharon_den_adel",
djamel,
felipe_smu,
uh_huh_her,
the_o.c._soundtrack,
tyler_ward,"['Acoustic_music', 'Country_pop']"
área_restrita,
acid_witch,"['Death_metal', 'Stoner_metal', 'Psychedelic_metal', 'Doom_metal', 'Sludge_metal']"
????????_???????,
u.s._christmas,"['Folk_music', 'Psychedelic_rock', 'Sludge_metal']"
vulvectomy,
weedeater,
the_burglars,
milking_the_goatmachine,
robin_gibb,
hi-fi,
gala,
??????_??????,
roma_kenga,
???????_??????,
shura,
nena_&_kim_wilde,
?????_???????????,
redrama,['Hip_hop_music']
violins,
mqn,
the_thrills,
fígado_killer,
the_walkmen,"['Indie_rock', 'Post-punk_revival']"
nação_zumbi,"['Manguebeat', 'Art_rock']"
quicksand,
the_fire_theft,"['Progressive_rock', 'Art_rock', 'Hard_rock']"
marcy_playground,"['Alternative_rock', 'Power_pop', 'Post-grunge']"
pzychobitch,
yendri,
lola_angst,
cyber_whore_meets_krachmaschine,
la_magra,
esem,"['Ambient_music', 'Demoscene', 'Downtempo', 'Intelligent_dance_music']"
sanguis_et_cinis,"['Neue_Deutsche_Todeskunst', 'Alternative_rock', 'Gothic_rock']"
hallucinogen,
melleefresh_&_deadmau5,
armageddon_dildos,"['Post-industrial_music', 'Electronic_body_music']"
altera_forma,
cut.rate.box,
z_prochek,
in[perfektion],
alex_smoke,"['Classical_music', 'Minimal_techno', 'Electronica', 'Microhouse']"
jan_jelinek,"['Glitch_(music)', 'Microhouse', 'Ambient_music', 'Intelligent_dance_music', 'Minimal_techno']"
marc_houle,"['Techno_music', 'Minimal_music', 'New_wave_music']"
greengender,
dabrye,"['Intelligent_dance_music', 'Trip_hop', 'Electronica', 'Acid_house', 'Glitch_(music)']"
alex_under,
the_black_dog,
deepspace,
two_lone_swordsmen,['Electronic_music']
brothomstates,
the_ghost_orchid,
dimlite,
dane_cook,"['Black_comedy', 'Observational_comedy']"
ima_robot,"['Art_pop', 'Dance_rock', 'Art_rock', 'Psychedelic_rock']"
hillsong,
planetshakers,"['Contemporary_worship_music', 'Contemporary_Christian_music']"
kabah,
en_espíritu_y_en_verdad,
rojo,
ben_moody,"['Gothic_metal', 'Alternative_metal', 'Alternative_rock', 'Nu_metal']"
chris_tomlin,"['Contemporary_Christian_music', 'Contemporary_worship_music']"
hillsong_london,
brandnew_sunset,
silly_fools,"['Alternative_rock', 'Nu_metal', 'Punk_rock', 'Post-grunge', 'Alternative_metal']"
evita,
the_syncope_threshold,
richard_hawley,"['Rockabilly', 'Easy_listening', 'Baroque_pop', 'Indie_pop']"
bernard_butler,"['Alternative_rock', 'Britpop', 'Glam_rock']"
?????????,
mcalmont_&_butler,"['Soul_music', 'Indie_rock']"
roddy_frame,"['Folk_music', 'New_wave_music', 'Post-punk', 'Indie_pop']"
jarvis_cocker,"['Art_rock', 'Alternative_rock', 'Britpop', 'Indie_rock', 'Post-punk', 'Indie_pop']"
palace_fires,
superchic[k],
eberg,
jersey,
kate_earl,"['Electro_swing', 'Pop_music']"
diane_birch,"['Rock_music', 'Soul_music', 'Blues', 'Synth-pop']"
jessica_lowndes,
samantha_newark,
freur,"['Synth-pop', 'New_wave_music']"
youth_group,"['Alternative_rock', 'Indie_rock']"
leo_e_giba,
arnaldo_&_alexandre,
jovem_pan,
jessy,
bruno_&_marrone,['Música_sertaneja']
rodrigo_e_rogério,
rodrigo_e_rogerio,
jessica_sutta,"['Pop_music', 'House_music', 'Dance_music']"
better_than_ezra,"['Alternative_rock', 'Southern_rock', 'Post-grunge', 'Roots_rock']"
scotty_don't,
slightly_stoopid,"['Psychedelic_rock', 'Reggae_rock', 'Folk_music', 'Dub_music', 'Punk_rock', 'Blues', 'Reggae']"
infant_sorrow,
phoenix_and_the_turtle,
flies_are_spies_from_hell,
????_&_??????,
message_to_bears,
????????,
and_so_i_watch_you_from_afar,"['Progressive_rock', 'Experimental_rock', 'Post-rock', 'Math_rock', 'Art_rock']"
all_time_low?,
all_time_low?,
what_looks_like_crazy,
emo.,
???,
keren_ann,
vienna_teng,"['Indie_folk', 'Folk_music', 'Chamber_pop']"
three_mile_pilot,"['Alternative_rock', 'Math_rock', 'Noise_rock']"
amplifier,
constants,
mission_of_burma,"['Indie_rock', 'Post-punk']"
favez,
the_dismemberment_plan,"['Experimental_rock', 'Post-punk_revival', 'Math_rock', 'Post-hardcore', 'Indie_rock']"
scraps_of_tape,
a_sunny_day_in_glasgow,"['Ambient_music', 'Dream_pop', 'Shoegazing']"
pontiak,"['Neo-psychedelia', 'Hard_rock', 'Stoner_rock', 'Independent_music']"
"us,_from_outside",
dubba_jonny,
scarlett_o'hara,
watchout!_there's_ghosts,
ukf_dubstep,
juno,
cantstopwontstop,
dance_party_hazard,
jare_&_villegalle,
mt_eden,
stormwitch,['Heavy_metal_music']
storm,
aliceffekt,
??????,
clubroot,
floppy,
access_to_arasaka,
??,
bruno_coulais,['Film_score']
acidman,"['Indie_rock', 'Punk_rock', 'Alternative_rock']"
j.a.????,
aevemi,
??????,
??????,
deichkind,"['Electropunk', 'Electro_music', 'Hip_hop_music']"
vector_lovers,
?p-model,
marbell,
nookicky,"['Electronic_rock', 'Folk_rock']"
nero's_day_at_disneyland,
dentaku,
shilfee_and_tulipcorobockles,"['Electronica', 'Lounge_music', 'Dark_wave', 'New_wave_music']"
bola_de_neve_church,
tó_brandileone,
kenny_g_&_chante_moore,
"arnaldo_antunes,_carlinhos_brown_&_marisa_monte",
(1962-1966),
arctic_monkeys_vs_the_killers,
locksley,
tenek,
marsheaux,"['Synthpop', 'Electropop']"
??????????,
slave_republic,
lesnikov-16,
parralox,"['Electronica', 'Electronic_dance_music', 'Electropop', 'Synthpop']"
billy_ocean,"['Soul_music', 'Reggae_music', 'Rhythm_and_blues', 'Pop_music']"
??????_????????,
mfö,
jody_watley,
r._carlos_nakai,
??????_??????????,
urker,['Folk_rock']
kargo,['Rock_music']
muzart,
alexander_o'neal,
shahzoda,['Uzbek_music']
elnare,
???????,
ulytau,"['Neo-classical_metal', 'Folk_metal']"
?????_???????????,
percy_mayfield,['Rhythm_and_blues']
ooooo,
???,
edan,
malefique,
sensational,
absu,
london_elektricity,"['Acid_jazz', 'Electronica', 'Breakbeat', 'Drum_and_bass', 'Liquid_funk']"
free_the_robots,"['Dubstep', 'Nu-jazz', 'Instrumental_hip_hop', 'Trip_hop']"
donguralesko,
40_glocc,"['Hip_hop_music', 'West_coast_hip_hop']"
spider_loc,['Hip_hop_music']
nipsey_hussle,
donguralesko_&_matheo,
donguralesko_&_dj_kostek,
waldemar_kasta,
trav,
mase,['Hip_hop_music']
213,
dj_whoo_kid,['Hip_hop_music']
"dj_messiah,_50_cent_and_eminem",
havoc,
parabelle,"['Alternative_metal', 'Alternative_rock']"
jonny_craig,"['Soul_music', 'Post-hardcore', 'Pop_punk', 'Alternative_rock', 'Contemporary_R&B', 'Experimental_rock']"
november_blessing,
pretty_ricky,"['Hip_Hop_music', 'Contemporary_R&B']"
luke_pickett,
the_bolshoi,"['New_wave_music', 'Gothic_rock', 'Post-punk', 'Alternative_rock']"
milton_nascimento_&_lô_borges,
trees,
bojan_gorisek,
j._cole,
drake_and_lil_wayne,
movetown,
luxury-dj-dior,
tom_boxer_feat._antonia,
ph_electro_-_[muz-zone.net],
kanye_west_feat._pusha_t_mptri.net,
dj_sandro_escobar,
radio_killer,"['Dance-pop', 'Eurodance']"
enterprise_3,
"eminem_feat._drake,_kanye_west,_lil_wayne",
kevin_devine,"['Folk_rock', 'Acoustic_music', 'Emo', 'Alternative_rock', 'Indie_rock']"
bomb_the_music_industry!,"['Indie_rock', 'Punk_rock', 'Folk_punk', 'Ska_punk']"
bad_banana,
art_sorority_for_girls,
gregory_and_the_hawk,"['Acoustic_Music', 'Indie_folk', 'Indie_pop']"
loudon_wainwright_iii,"['Comedy_music', 'Rock_music', 'Folk_music', 'Blues']"
the_dopamines,"['Punk_rock', 'Pop_punk']"
andrew_samples,
david_bazan,"['Emo', 'Indie_rock', 'Slowcore', 'Sadcore']"
bishop_allen,['Indie_rock']
field_mouse,
matt_pond_pa,['Indie_rock']
peter_hammill,"['Art_rock', 'New_wave_music', 'Progressive_rock', 'Experimental_rock', 'Psychedelic_rock']"
caravan,
arrigo_barnabé,
béla_bartók,
harmonium,
fat_mattress,"['Psychedelic_rock', 'Folk_rock', 'Progressive_rock']"
gatto_marte,
django_reinhardt_&_stéphane_grappelli,
airto_moreira,"['Baião_(music)', 'Brazilian_jazz', 'Pop_music', 'Jazz_fusion', 'Jazz']"
kevin_ayers,"['Psychedelic_rock', 'Canterbury_scene', 'Progressive_pop', 'Experimental_music']"
arnaldo_baptista,
egg,
ragnarök,
rogério_duprat,
the_dubliners,['Folk_music_of_Ireland']
gryphon,
jukka_tolonen,"['Jazz_fusion', 'Progressive_rock', 'Jazz', 'Hymn', 'Blues']"
clube_da_esquina,
lindisfarne,
mamma_mia!_cast,
mamma_mia!_the_musical_cast,
trem_da_alegria,"[""Children's_music""]"
mamma_mia!_på_svenska,
susan_sarandon,
chico_buarque_de_hollanda,
mamma_mia!_musical_en_español,
sidney_magal,
floribella,
antonio_banderas,
jonathan_pryce,
mamma_mia!_the_movie_cast,
zucchero,
volver,
rótulo,
radiotape,
alceu_valença__[www.hugoteacher.blogspot.com],
vivendo_do_ócio,
the_morning_light,['Pop_rock']
mozart_season,
times_new_viking,"['Lo-fi', 'Noise_pop']"
gang_gang_dance,"['Neo-psychedelia', 'Dance-pop', 'Worldbeat', 'Indie_rock', 'Experimental_music', 'Electronic_music']"
tennis,
fm_belfast,['Synthpop']
boat_club,
the_bridal_shop,
isha,
pg,
sophie_madeleine,
os_arrebatados,
catedral,
cidia_&_dan,
ef,
dictaphone,
herbie_hancock,
radiola,
tim_exile,['Electronic_music']
dmitri_shostakovich,
?????,
mouse_on_the_keys,
miaou,
paulinho_moska,
tom_lehrer,['Satire']
the_shangri-las,['Pop_music']
marlene_kuntz,"['Alternative_rock', 'Noise_rock']"
tiromancino,"['Pop_music', 'Folk_music', 'Electronica', 'Alternative_rock']"
verdena,"['Stoner_rock', 'Psychedelic_rock', 'Experimental_rock', 'Grunge', 'Neo-psychedelia', 'Alternative_rock']"
baustelle,"['Indie_rock', 'Electronic_music', 'Alternative_rock']"
pambo,
tyketto,"['Hard_rock', 'Glam_metal']"
priscilla_ahn,"['Folk_music', 'Indie_folk', 'Acoustic_music']"
david_coverdale,"['Heavy_metal_music', 'Blues_rock', 'Hard_rock']"
richie_kotzen,"['Blue-eyed_soul', 'Hard_rock', 'Heavy_metal_music', 'Instrumental_rock', 'Pop_rock', 'Funk_rock', 'Blues_rock', 'Jazz_fusion', 'Progressive_metal']"
alexander_rudin,
ataxia,
the_ramones,
john_frusciante_and_josh_klinghoffer,
stephen_malkmus_&_the_jicks,
ben_harper_&_the_innocent_criminals,
ben_harper_&_relentless7,
jonathan_coulton,"['Alternative_rock', 'Geek_rock', 'Indie_rock', 'Art_rock', 'Folk_rock']"
chroma_key,"['Trip_hop', 'Electronica', 'Ambient_music']"
rainer_maria,"['Indie_rock', 'Emo']"
the_lord_weird_slough_feg,
skyclad,
the_advantage,"['Instrumental_rock', 'Video_game_music', 'Nintendocore']"
freak_kitchen,"['Comedy_rock', 'Experimental_rock', 'Heavy_metal_music', 'Progressive_metal', 'Hard_rock']"
coal_chamber,"['Nu_metal', 'Industrial_metal', 'Gothic_metal', 'Alternative_metal']"
godhead,
snake_river_conspiracy,"['Industrial_rock', 'Electronica']"
legowelt,"['Electronic_music', 'Electro_music', 'Techno']"
side_liner,
master_margherita,
slackbaba,
prometheus,
flooting_grooves,
cell,
the_peaking_goddess_collective,
astropilot,
sync24,
dymons,
don_peyote,
mystical_sun,
legowelt_vs._orgue_electronique,
omnimotion,
suns_of_arqa,"['Electronica', 'Ambient_music', 'Trip-hop', 'Dub_music', 'Worldbeat', 'Downtempo', 'Reggae_fusion', 'Electro_(music)']"
desert_dwellers,
the_infinity_project,['Goa_trance']
bangkok_impact,
dub_trees,
squadra_blanco,
polarius,
international_observer,
taruna,
aural_planet,
seahorse_transform,
alden_tyrell,
the_honorary_title,"['Alt-country', 'Indie_rock']"
the_early_november,
pretty_girls_make_graves,"['Emo', 'Indie_rock', 'Post-punk_revival']"
the_format,"['Indie_rock', 'Indie_pop']"
jesse_lacey,"['Pop_punk', 'Alternative_rock', 'Acoustic_rock', 'Indie_rock', 'Emo', 'Post-hardcore']"
annuals,
the_movielife,"['Pop_punk', 'Melodic_hardcore', 'Emo']"
limbeck,"['Alternative_country', 'Americana_(music)', 'Pop_punk']"
single_file,
forgive_durden,"['Emo', 'Indie_rock']"
showtek,"['Future_house', 'Future_bass', 'Techno', 'Big_room_house', 'Electronic_dance_music', 'Dutch_house', 'Progressive_house', 'Hardstyle', 'Electro_house']"
dj_frane,
brennan_heart,['Hardstyle']
kryptic_minds,
anugama,
adore,
nit_grit,
count_dee's_hit_explosion,
vale,
headhunterz,"['Big_room_house', 'Electro_house', 'Future_house', 'Progressive_house', 'Dutch_house', 'Hardstyle', 'Future_bass']"
atlas_plug,
peatbog_faeries,"['Experimental_music', 'Celtic_fusion']"
informant,
ruth_flowers_mamy_rock,
mocca,
sky_sailing,
jérémy_amelin,
danny_fernandes,['R&B']
5ivesta_family,
dirty_money,
hana_pestle,
tribalistas,"['Experimental_rock', 'Avant-garde_music', 'Pop_rock', 'Alternative_rock', 'M?sica_popular_brasileira']"
ponto_nulo_no_céu,
halestorm,"['Alternative_metal', 'Post-grunge', 'Alternative_rock', 'Hard_rock', 'Heavy_metal_music']"
"christina_aguilera,_jennifer_hudson,_florence_welch,_martina_mcbride,_yoland_adams",
adrienne_bailon,
chris_brown_(feat._lil'_wayne_&_swizz_beatz),
alberto_iglesias,"['Film_score', 'Classical_music']"
syd_matters,
the_dodos,"['Psychedelic_folk', 'Baroque_pop', 'Indie_folk']"
disney,
samamidon,
airiel,"['Psychedelic_rock', 'Shoegaze']"
tyko,
telefunka,
farhad,
kiosk,
tony_joe_white,"['Funk', 'Swamp_rock', 'Blues']"
i_am_kloot,"['Post-Britpop', 'Alternative_rock']"
the_pogues,"['Folk_punk', 'Celtic_punk']"
the_gloria_record,"['Emo', 'Indie_rock']"
envy,
krallice,"['Experimental_metal', 'Black_metal']"
dancing_ghosts,
pulling_teeth,
heaven_in_her_arms,"['Post-hardcore', 'Screamo', 'Post-metal']"
suffocate_for_fuck_sake,
l'homme_puma,
lantlôs,
woe,
nvblado,
pianos_become_the_teeth,"['Post-rock', 'Post-hardcore', 'Screamo', 'Emo']"
omega_massif,
united_nations,
supermachiner,['Experimental_music']
girlfriends,
tall_ships,
kowloon_walled_city,
altar_of_plagues,"['Black_metal', 'Post-metal']"
the_depreciation_guild,"['Shoegazing', 'Dream_pop']"
as_tall_as_lions,
fall_of_efrafa,"['Crust_punk', 'Post-hardcore', 'Sludge_metal', 'Post-metal']"
rosetta,
biggerstronger,
buried_inside,"['Progressive_metal', 'Hardcore_punk', 'Metalcore', 'Post-metal', 'Post-hardcore']"
martha_rossi,
altai_hangai,
edgar_froese,['Electronic_music']
huun-huur-tu,"['Folk_music', 'Tuvan_throat_singing']"
picture_palace_music,
yat-kha,"['Folk_rock', 'Ethnic_electronica', 'Tuvan_music', 'Overtone_singing', 'Heavy_metal_music']"
nanni_svampa,
laika,
biglietto_per_l'inferno,
ed_bruce,"['Country_pop', 'Outlaw_country', 'Country_music']"
klaus_schulze,
lata_mangeshkar,
merle_haggard,"['Country_music', 'Bakersfield_sound', 'Outlaw_country']"
ascaron_entertainment,
steven_halpern,
lea_michele_and_idina_menzel,
b.o.b_feat._eminem_&_hayley_williams,
julian_bream,['Classical_music']
andrés_segovia,['Classical_music']
christopher_parkening,['Classical_music']
sharon_isbin,"['Folk_music', 'Classical_music']"
manuel_barrueco,
paul_desmond,"['Cool_jazz', 'West_Coast_jazz', 'Mainstream_jazz']"
fernando_sor,
stan_getz,"['Cool_jazz', 'Bebop', 'Bossa_nova']"
leo_brouwer,"['Aleatoric_music', 'Classical_music', 'Atonal_music', 'Folk_music']"
joaquín_rodrigo,
dexter_gordon,"['Jazz', 'Hard_bop', 'Bebop', 'Swing_music']"
gerry_mulligan,"['Jazz', 'Cool_jazz', 'Third_stream']"
